ID,BUILDING_DEPARTMENT,TYPE,DEPARTMENT_NAME,AND_DEPARTMENT_NAME,MATCH_GCC,Notes,BD_STAFF_COUNT,BD_STAFF_POS,BD_STAFF_TOTAL_WAGES,EmployerPopulation,EmployerCounty
CIT.240,MAMMOTH LAKES,CITY,Building,,Yes,,5,"Building Inspector/ Plans Examiner, Building Official, Code Compliance Officer, Permit Technician I, Permit Technician/Plans Examiner",442333.0,7040.0,Mono
CIT.241,MANHATTAN BEACH,CITY,Community Development,,Yes,,44,"Administrative Analyst, Administrative Analyst, Administrative Assistant, Administrative Assistant, Assistant Planner, Assistant Planner, Associate Planner, Associate Planner, Associate Planner, Associate Planner, Building Inspector, Building Inspector, Building Official, City Manager, Code Enforcement Officer I/II, Code Enforcement Officer I/II, Code Enforcement Officer I/II, Code Enforcement Supervisor, Code Enforcement Supervisor, Envir Prog Administrator, Envir Prog Administrator, Executive Assistant, Intern, Intern, Lead Comm Services Officer, Office Assistant, Office Assistant, Office Assistant, Permits Technician, Permits Technician, Permits Technician, Permits Technician, Permits Technician, Planning Manager, Plans Examiner, Senior Building Inspector, Senior Building Inspector, Senior Management Analyst, Senior Permits Technician, Senior Plan Check Engineer, Senior Planner, Senior Planner, Sr Business Services Analyst, Traffic Engineer",3553054.0,34051.0,Los Angeles
CIT.242,MANTECA,CITY,Development Services,,Yes,,30,"Administrative Assistant III, Assistant Planner, Associate Planner, Building Inspector I, Building Inspector II, Deputy Development Dir: Planning, Deputy Development Dir: Planning, Deputy Director Dev Ser Building, Deputy Director Dev Ser Economic, Development Services Technician, Development Services Technician, Development Services Technician, Development Services Technician, Development Services Technician, Development Services Technician, Director Of Development Services, Economic Development Analyst, Part Time Community Development, Permit Center Manager, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner Alternate, Senior Building Inspector, Senior Plan Check Engineer, Senior Planner, Senior Planner, Senior Plans Examiner",2206640.0,93733.0,San Joaquin
CIT.243,MARICOPA,CITY,,,,,,,,,
CIT.244,MARINA,CITY,Community Development/Building Inspections,,Yes,,4,"Chief Building Official, Chief Building Official - Part Time, Code Enforcement Officer, Permit Technician",326397.0,23086.0,Monterey
CIT.245,MARTINEZ,CITY,Building Inspection,,Yes,,5,"1029 Senior Building Inspector, 1029 Senior Building Inspector, 1038 Permit Technician II, 1038 Permit Technician II, 2009 Chief Building Official",615434.0,36817.0,Contra Costa
CIT.246,MARYSVILLE,CITY,,,,,,,,,
CIT.247,MAYWOOD,CITY,,,,,,,,,
CIT.248,MCFARLAND,CITY,,,,,,,,,
CIT.249,MENDOTA,CITY,,,,,,,,,
CIT.250,MENIFEE,CITY,Building & Safety,,Yes,,15,"Building Inspector, Building Inspector, Building Inspector, Building Inspector II, Building Official, Building Permit Technician, Building Permit Technician, Building Permit Technician II, Building/Safety Manager, Management Analyst, Office Specialist II - Bldg., Permit Center Coordinator, Plans Examiner II, Plans Examiner II, Senior Building Inspector",1595705.0,115316.0,Riverside
CIT.251,MENLO PARK,CITY,,,,,,,,,
CIT.252,MERCED,CITY,Inspection Services,,Yes,,10,"Assistant Building Official, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector III, Chief Building Official, Development Services Technician II, Development Services Technician II, Plan Examiner II, Plan Examiner II",892711.0,98039.0,Merced
CIT.253,MILL VALLEY,CITY,Building,,Yes,,7,"Administrative Assistant II, Building Inspector II, Building Official, Permit Services Coordinator, Permit Services Coordinator, Permit Technician II, Sr. Building Inspector",674515.0,13688.0,Marin
CIT.254,MILLBRAE,CITY,,,,,,,,,
CIT.255,MILPITAS,CITY,Policy Planning And Implementation,,Yes,,60,"Administrative Analyst I, Administrative Analyst I, Administrative Analyst II, Administrative Analyst II, Assistant City Manager, Build Permit Tech, Build Permit Tech, Build Permit Tech, Building Inspection Manager, Building Official, Building/NP Inspector, Building/NP Inspector, Building/NP Inspector, Building/NP Inspector, Building/NP Inspector, Building/NP Inspector, City Clerk, City Manager, Councilmember, Councilmember, Councilmember, Councilmember, Councilmember, Deputy City Clerk, Economic Development Coord, Economic Development Director & Strategic Init, Economic Development Spec, Housing Official, Mayor, Office Assistant II, Office Assistant II, Office Specialist, Plan Check Engineer, Plan Check Engineer, Plan Check Engineer, Plan Checker, Plan Review Manager, Planning Commissioners, Planning Commissioners, Planning Commissioners, Planning Commissioners, Planning Commissioners, Planning Commissioners, Planning Commissioners, Planning Commissioners, Public Information Officer, Senior Administrative Analyst, Senior Building Inspector, Senior Building Inspector, Senior Building Inspector, Senior Executive Assistant, Senior Plan Check Engineer, Senior Special Projects Associate, Senior Special Projects Associate, Special Project Associate, Student Intern, Student Intern, Student Intern, Student Intern, Student Intern",5866619.0,81915.0,Santa Clara
CIT.256,MISSION VIEJO,CITY,,,,,,,,,
CIT.257,MODESTO,CITY,Community & Economic Development,,Yes,,55,"Administrative Analyst II, Administrative Analyst II, Administrative Analyst II, Administrative Analyst II, Administrative Office Assistant II, Administrative Office Assistant II, Administrative Office Assistant II, Administrative Office Assistant II, Administrative Office Assistant III, Administrative Office Assistant III, Administrative Office Assistant III, Administrative Services Technician II, Associate Planner, Associate Planner, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Safety Program Coordinator, Business Analyst, Business Analyst, Chief Building Official, Community Development Manager, Community Development Program Specialist II, Community Development Program Specialist II, Development Services Technician II, Development Services Technician II, Development Services Technician II, Director Of Community And Economic Development, Economic Development Manager, Economic Development Marketing Specialist, Executive Assistant (Represented), Executive Assistant (Represented), Housing And Urban Development Supervisor, Housing Financial Specialist, Housing Rehabilitation Specialist II, Housing Rehabilitation Supervisor, Infrastructure Financing Program Supervisor, Intern, Intern, Multimedia Designer, Planning Manager, Planning Manager, Plans Examiner, Plans Examiner, Principal Planner, Senior Administrative Office Assistant, Senior Administrative Office Assistant Conf, Senior Building Inspector, Senior Business Analyst, Senior Business Analyst, Senior Community Development Program Specialist, Senior Planner, Senior Planner",3948459.0,219765.0,Stanislaus
CIT.258,MONROVIA,CITY,Building Department,,Yes,,9,"Building & Safety Division Manager, Combination Inspector, Development Services Technician, Development Services Technician, Office Aide, Office Aide, Project Coordinator, Senior Combination Inspector, Senior Development Services Technician",713626.0,38920.0,Los Angeles
CIT.259,MONTAGUE,CITY,,,,,,,,,
CIT.260,MONTCLAIR,CITY,Community Development,,Yes,,18,"Administrative Specialist, Administrative Specialist, Building Inspector, Building Official, Building Official Pt, Code Enforcement Manager, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Supervisor, Director Of Community Development, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Plans Examiner, Senior Code Enforcement Officer, Senior Planner",1139039.0,37526.0,San Bernardino
CIT.261,MONTE SERENO,CITY,,,,,,,,,
CIT.262,MONTEBELLO,CITY,,,,,,,,,
CIT.263,MONTEREY,CITY,,,,,,,,,
CIT.264,MONTEREY PARK,CITY,,,,,,,,,
CIT.265,MOORPARK,CITY,,,,,,,,,
CIT.266,MORENO VALLEY,CITY,,,,,,,,,
CIT.267,MORGAN HILL,CITY,Development Services,,Yes,,31,"Assistant City Manager For Develop Services, Assistant Planner, Associate Planner, Building Inspector II, Building Inspector II, Building Manager, Building Official, Business Assistant, Code Compliance Officer, Code Compliance Officer, Development Services Technician, Development Services Technician, Development Services Technician, Development Services Technician, Developments Services Director, Economic Dev Coordinator, Economic Development Director, Housing Director, Housing Program Coordinator, Municipal Services Assistant, Plan Check Engineer, Principal Planner, PT Intern College Ba (T), PT Intern College Ba (T), PT Intern College Ma (T), PT Retired Annuitant, PT Retired Annuitant, PT Special Projects Coord (T), PT Sr Project Manager (T), Senior Planner, Unhoused Specialist",3993325.0,46599.0,Santa Clara
CIT.268,MORRO BAY,CITY,,,,,,,,,
CIT.269,MOUNT SHASTA,CITY,,,,,,,,,
CIT.270,MOUNTAIN VIEW,CITY,Community Development,,Yes,,58,"Advanced Planning Manager, Analyst II, Analyst II, Analyst II, Assistant Building Inspector, Assistant Building Inspector, Assistant Building Inspector, Assistant City Manager, Assistant Community Development Director, Assistant Community Development Director, Assistant Planner, Associate Planner, Associate Planner, Associate Planner, Associate Planner, Building Inspector II, Building Inspector II, Chief Building Official, Community Development Director, Deputy Building Official, Deputy Building Official, Deputy Zoning Administrator, Deputy Zoning Administrator, Dev Services Coordinator, Economic Development Strategist, Economic Development Strategist, Economic Vitality Manager, Executive Assistant, Fire Protection Engineer, Fire Protection Engineer, Hourly - Administrative Assistant, Hourly - Office Assistant, Hourly - Planning Manager, Junior Planner, Office Assistant, Office Assistant, Permit Technician, Permit Technician, Permit Technician, Plan Check Engineer, Plan Check Examiner, Planning Board Clerk, Principal Fire Prot Engineer, Principal Planner, Program Assistant, Senior Administrative Assistant, Senior Building Inspector, Senior Building Inspector, Senior Permit Technician, Senior Permit Technician, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner",7307167.0,86513.0,Santa Clara
CIT.271,MURRIETA,CITY,Building & Safety,,Yes,,15,"Administrative Assistant, Building Inspection Supervisor, Building Inspector II, Building Inspector II, Building Inspector III, Building Inspector III, Building Official, Development Services Tech, Development Services Tech, Development Services Tech, Development Services Tech, Plans Examiner, Plans Examiner, Sr Development Services Tech, Sr Plans Examiner",1261373.0,111789.0,Riverside
CIT.272,NAPA,CITY,Cdd Building,,Yes,,9,"Cd01 Building Inspector I, Cd01 Building Inspector I, Cd02 Building Inspector II, Cd02 Building Inspector II, Cd08 Plans Examiner, Cd09 Permit Technician, Cd09 Permit Technician, Cd12 Chief Building Official, Cd26 Senior Permit Technician",908526.0,77736.0,Napa
CIT.273,NATIONAL CITY,CITY,Fire - Building,,Yes,,6,"Building Official, Building Official, Permit Technician, Permit Technician, Permit Technician, Senior Building Inspector",362880.0,58965.0,San Diego
CIT.274,NEEDLES,CITY,,,,,,,,,
CIT.275,NEVADA CITY,CITY,,,,,,,,,
CIT.276,NEWARK,CITY,Public Works,,Yes,,26,"Admin Support Specialist II, Assistant Engineer, Associate Civil Engineer, Associate Civil Engineer, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector II, Building Inspector II, Chief Building Official, City Engineer, City Engineer, Engineering Technician I, Environmental Services Manager, Junior Engineer-Civil, Management Analyst II, Office Assistant, Permit Technician, Principal Civil Engineer, Public Works Director, Public Works Director, Public Works Inspector, Special Assignment I, Sr Admin Support Specialist, Sr Building Inspector, Sr Civil Engineer",2687121.0,48886.0,Alameda
CIT.277,NEWMAN,CITY,,,,,,,,,
CIT.278,NEWPORT BEACH,CITY,,,,,,,,,
CIT.279,NORCO,CITY,Building & Safety,,Yes,,7,"Administrative Aide (752), Building Inspector, Building Official, Community Development Specialist, Community Development Specialist, Senior Community Development Specialist, Senior Community Development Specialist",337381.0,25221.0,Riverside
CIT.280,NORWALK,CITY,Community Development - Planning,,Yes,,13,"Administrative Intern - Hr, Administrative Intern - Hr, Administrative Intern - Hr, Administrative Intern - Hr, Assistant Planner, Assistant Planner, Associate Planner, Development Services Manager, Development Services Manager, Planning Technician, Senior Planner, Senior Planner, Senior Planner",539738.0,101075.0,Los Angeles
